paperid,institutionid,authorids,year
W4386431406,I172901346,['A5040509392'],2023
W4387188616,I172901346,['A5001080347' 'A5103811313'],2023
W4387704611,I172901346,['A5047760532'],2023
W4388073394,I172901346,['A5034625687' 'A5022014527'],2023
W3121842566,I172901346,['A5055555519'],2022
W3010068152,I172901346,['A5079478083'],2020
W3011029049,I172901346,['A5021959405' 'A5112498841'],2020
W4390758287,I172901346,['A5082015820' 'A5039452854' 'A5033123189'],2023
W4390807172,I172901346,['A5011625918' 'A5093495454' 'A5001636398' 'A5082816950'],2024
W4391514529,I172901346,"['A5048336380' 'A5057857858' 'A5026879622' 'A5083626089' 'A5081300278'
 'A5051054384']",2024
W4387412135,I172901346,"['A5005080511' 'A5030734091' 'A5043540621' 'A5071347106' 'A5076166201'
 'A5025257840' 'A5057634860']",2023
W4388481455,I172901346,['A5040565833'],2023
W4389190094,I172901346,['A5001395897'],2023
W4390143661,I172901346,['A5039284040'],2023
W2006384428,I172901346,['A5067001314' 'A5090699168' 'A5042477406'],2015
W2409125425,I172901346,['A5033888715'],2016
W2460282861,I172901346,['A5073656329'],2016
W2546540857,I172901346,['A5080369888'],2016
W2735460491,I172901346,['A5103213243'],2017
W2794222125,I172901346,['A5083852771' 'A5004250016' 'A5012083802' 'A5016783063' 'A5056056811'],2018
W2802191535,I172901346,['A5004135569' 'A5071400738' 'A5015867111'],2018
W2123615467,I172901346,['A5043933330'],2015
W2337390523,I172901346,['A5083226407' 'A5057665535' 'A5112099101'],2016
W2397976235,I172901346,['A5059394953' 'A5090546466'],2016
W2516419844,I172901346,['A5079728421'],2016
W2526537255,I172901346,['A5000246361'],2016
W2784296904,I172901346,['A5023720590' 'A5110734468'],2017
W2884570715,I172901346,['A5058613903' 'A5102857255'],2018
W2914990244,I172901346,['A5090504781' 'A5032527903' 'A5006525806'],2019
W2269880684,I172901346,['A5019539646' 'A5035774895' 'A5014608437' 'A5010964562' 'A5025198736'],2015
W3062912011,I172901346,['A5041861252' 'A5020845045'],2020
W3096019234,I172901346,['A5056880626' 'A5040547465' 'A5056743594'],2020
W4382199239,I172901346,['A5059165292' 'A5089912607'],2023
W4388776858,I172901346,['A5062829913'],2023
W4388872385,I172901346,['A5011831418'],2023
W4389110545,I172901346,['A5064597433'],2023
W4389110696,I172901346,['A5053289904' 'A5013815416' 'A5068473235' 'A5031282816'],2023
W3183285154,I172901346,['A5023376709'],2020
W4210610914,I172901346,['A5062343173'],2021
W2749141241,I172901346,['A5022596009' 'A5080355611'],2017
W2789827587,I172901346,['A5073484109'],2017
W2963880220,I172901346,['A5052178208' 'A5042937446' 'A5043204448'],2019
W2929118687,I172901346,['A5053135866' 'A5008742357' 'A5020739873'],2019
W2929649433,I172901346,['A5007037773' 'A5015265771'],2019
W2327687012,I172901346,['A5070747987'],2015
W2410082205,I172901346,['A5046383624' 'A5004362445' 'A5081836145' 'A5041171987'],2016
W2493204548,I172901346,['A5082480662'],2016
W2521534946,I172901346,['A5072707910' 'A5012282421' 'A5062954605' 'A5066242911'],2016
W2581692939,I172901346,['A5049458503' 'A5055201925'],2017
W2964106758,I172901346,['A5079728421'],2019
W2744019940,I172901346,['A5081024565' 'A5005580025' 'A5018127680'],2017
W3021524216,I172901346,['A5091019957'],2020
W2484933504,I172901346,['A5112420185' 'A5027724136' 'A5069175102' 'A5053153160'],2016
W2805671829,I172901346,['A5003282950'],2018
W3096256022,I172901346,['A5002336595'],2020
W267047720,I172901346,['A5049816000' 'A5028614270'],2015
W2606201749,I172901346,['A5056097568'],2017
W2560965681,I172901346,['A5021192688' 'A5063533012' 'A5030994023'],2016
W3100149419,I172901346,['A5058739661'],2015
W2946078993,I172901346,['A5030979038' 'A5082100348' 'A5058082140'],2019
W2506139419,I172901346,['A5033109951'],2016
W2559016676,I172901346,['A5054993296' 'A5070424939'],2015
W2584911680,I172901346,['A5081546873'],2017
W2780148511,I172901346,['A5001360422' 'A5055604670'],2017
W2808282553,I172901346,['A5026222001' 'A5090937319'],2018
W2886689112,I172901346,['A5062044984'],2018
W2890551591,I172901346,['A5090561096' 'A5088655854'],2018
W2904660148,I172901346,['A5109411144' 'A5054985657' 'A5077318027' 'A5035160413'],2018
W2900104095,I172901346,['A5044354821'],2019
W3095939489,I172901346,['A5104014431' 'A5012175624'],2020
W4308197890,I172901346,['A5003521011'],2022
W2584105083,I172901346,['A5034953647'],2016
W3216786790,I172901346,['A5038439190'],2021
W2999650898,I172901346,['A5086988405' 'A5050229522' 'A5069649902'],2020
W3041459107,I172901346,"['A5023423600' 'A5036873476' 'A5036703574' 'A5084635917' 'A5013586617'
 'A5083037087']",2020
W3204240143,I172901346,['A5088592518' 'A5033523646' 'A5091588219' 'A5074346432'],2021
W4378419252,I172901346,['A5033523646' 'A5029442414' 'A5075809502' 'A5067768485'],2023
W4386084503,I172901346,['A5002923811'],2022
W2612185170,I172901346,['A5040002585'],2017
W2964473984,I172901346,['A5006686816' 'A5029392627' 'A5022560694' 'A5041540140'],2019
W4210403966,I172901346,['A5089772973' 'A5089536848' 'A5026764193' 'A5065859843' 'A5040641920'],2022
W2801546714,I172901346,['A5036549046' 'A5052173646'],2019
W4210698283,I172901346,['A5090663685' 'A5021148069'],2022
W4403561419,I172901346,['A5041123888' 'A5062138690' 'A5008909256' 'A5008185864'],2024
W2811371764,I172901346,['A5019081998' 'A5069749111'],2018
W2886365568,I172901346,['A5032791596'],2018
W2887259853,I172901346,['A5078134916'],2018
W4380632978,I172901346,['A5069569242'],2023
W4390937853,I172901346,['A5093728543' 'A5032527903'],2023
W4399381331,I172901346,['A5037990164'],2024
W4405869980,I172901346,['A5045895940'],2024
W2792964017,I172901346,['A5044445973' 'A5009485369'],2018
W2345953168,I172901346,['A5011495268' 'A5049341154' 'A5030269986' 'A5064095602'],2016
W3196355430,I172901346,['A5088074081' 'A5035129369' 'A5018332483' 'A5056517324'],2022
W3082850414,I172901346,['A5064244702' 'A5012987072' 'A5055934595' 'A5048582814'],2020
W3111676100,I172901346,['A5053188502'],2020
W2767135518,I172901346,['A5009576646'],2017
W3194943233,I172901346,['A5091019957'],2021
W2945741910,I172901346,['A5024756194'],2016
W4403657670,I172901346,['A5067758026'],2024
W4404104255,I172901346,['A5083984966'],2024
W4404239699,I172901346,['A5083226407' 'A5114592937' 'A5087718829'],2024
W2962871521,I172901346,['A5039837180'],2019
W2318100355,I172901346,"['A5052343647' 'A5074385712' 'A5103098762' 'A5019829624' 'A5106129387'
 'A5012624876']",2015
W4220683600,I172901346,['A5043472429'],2022
W1563999815,I172901346,"['A5089772973' 'A5003282950' 'A5089536848' 'A5022946131' 'A5058470966'
 'A5069870622' 'A5026764193']",2015
W3103638614,I172901346,['A5028750791'],2019
W2418395291,I172901346,['A5054738334' 'A5101942908'],2015
W2895115998,I172901346,['A5062817861'],2018
W2902376117,I172901346,['A5058309532' 'A5102721038'],2018
W4323665360,I172901346,['A5022717756'],2023
W4323781811,I172901346,['A5032329187' 'A5056171222' 'A5040503355'],2023
W4361272984,I172901346,"['A5050713085' 'A5037435244' 'A5060176132' 'A5057287803' 'A5004345140'
 'A5012114503']",2023
W4366124457,I172901346,['A5101896379'],2023
W4382340947,I172901346,['A5016308269' 'A5068199497'],2023
W4237453506,I172901346,"['A5034562080' 'A5102719788' 'A5054606157' 'A5064919336' 'A5080464774'
 'A5067500844']",2021
W2296605683,I172901346,['A5109806905'],2015
W2768398752,I172901346,['A5085657819' 'A5003844395'],2017
W2797240158,I172901346,['A5038003153'],2018
W2905221565,I172901346,['A5040521007' 'A5059892544' 'A5065415513'],2018
W2956342628,I172901346,['A5075791967'],2019
W4250657145,I172901346,['A5112837553'],2019
W2810449873,I172901346,['A5030996234'],2018
W2794908562,I172901346,['A5013433601' 'A5046678945'],2018
W2795215504,I172901346,['A5065389521' 'A5091174123' 'A5028050616'],2018
W2902042715,I172901346,['A5036908720'],2018
W4379958628,I172901346,['A5078493967' 'A5085227127' 'A5048770752'],2023
W3199135023,I172901346,['A5018347912' 'A5114013795' 'A5049052273'],2021
W2952482753,I172901346,['A5073942992'],2018
W4390231336,I172901346,['A5031257660' 'A5044820952'],2023
W2802943153,I172901346,['A5054615494' 'A5071957460'],2018
W2902387235,I172901346,['A5078134916'],2018
W3179499476,I172901346,['A5026987202'],2021
W4304469630,I172901346,['A5013586617' 'A5023423600' 'A5112610965' 'A5067523712' 'A5083037087'],2022
W4385865420,I172901346,['A5012013307'],2023
W3084938521,I172901346,['A5009785705'],2020
W3093042935,I172901346,['A5109475863' 'A5015774250'],2020
W3098235593,I172901346,['A5081306441' 'A5001656559'],2020
W1594721831,I172901346,['A5031197956'],2015
W2806903111,I172901346,['A5106831745'],2018
W2518894992,I172901346,"['A5071092317' 'A5014992436' 'A5065601132' 'A5107899299' 'A5053290910'
 'A5107890641' 'A5077169350' 'A5001917613' 'A5085929652']",2016
W2739446192,I172901346,"['A5060981277' 'A5113322840' 'A5073542090' 'A5047106619' 'A5021196148'
 'A5091087116']",2017
W3157352267,I172901346,['A5082912822'],2021
W3201602210,I172901346,['A5004225676' 'A5006219981'],2021
W4210893117,I172901346,['A5108759261'],2021
W2193167422,I172901346,['A5023158169' 'A5083501821'],2015
W2525624277,I172901346,['A5089372593' 'A5070191453' 'A5028988671'],2016
W2883545669,I172901346,['A5071545321'],2018
W2914773690,I172901346,['A5021882673' 'A5037742559' 'A5061237829'],2018
W3012222302,I172901346,['A5066585038' 'A5101701104'],2019
W2989785877,I172901346,['A5080182606'],2019
W2990464621,I172901346,['A5005005796' 'A5018962728' 'A5103173722' 'A5103173722'],2019
W3202403177,I172901346,['A5022790681' 'A5032146114' 'A5016833749'],2021
W3207978516,I172901346,['A5110694940' 'A5056636986'],2021
W4223916713,I172901346,['A5086084209' 'A5064350022'],2022
W4377003546,I172901346,"['A5037819137' 'A5072445592' 'A5073667504' 'A5044509984' 'A5063682284'
 'A5072108004']",2023
W4256344686,I172901346,['A5085691989'],2016
W4309905107,I172901346,['A5043763063'],2022
W4382046226,I172901346,['A5109745590'],2023
W4386251867,I172901346,['A5104162097' 'A5046248467' 'A5091982746'],2023
W4387035989,I172901346,['A5073415745'],2023
W4388722653,I172901346,['A5024962909'],2023
W4401692356,I172901346,['A5038906000'],2024
W4402942749,I172901346,['A5107930866' 'A5069613082' 'A5095904695'],2024
W2887167527,I172901346,['A5080768300'],2018
W2467877518,I172901346,['A5076776717'],2016
W2469202411,I172901346,['A5045172496' 'A5012913220'],2016
W3011512214,I172901346,['A5040521007'],2019
W4384692666,I172901346,['A5054362085'],2023
W2885177924,I172901346,['A5059309983'],2018
W3203680604,I172901346,['A5063649629'],2021
W2941631445,I172901346,['A5031031750' 'A5030766012' 'A5068967187' 'A5068504558' 'A5111735205'],2019
W4251914951,I172901346,['A5089422764'],2017
W4389497265,I172901346,"['A5055700936' 'A5039523505' 'A5048182180' 'A5035160413' 'A5077707754'
 'A5035768541' 'A5032882074' 'A5064597433']",2023
W2766030110,I172901346,['A5046777570'],2017
W3042365281,I172901346,['A5111418913' 'A5061142993'],2020
W4362664493,I172901346,['A5009515591'],2023
W4381417211,I172901346,['A5110995395' 'A5028724677' 'A5052048964' 'A5067138227' 'A5092218253'],2022
W4387529073,I172901346,['A5090007071' 'A5039053657' 'A5022852796' 'A5072134692'],2023
W2999782428,I172901346,['A5001775554'],2020
W2339452673,I172901346,['A5077335532'],2016
W4247598547,I172901346,['A5028968910'],2016
W2277440806,I172901346,['A5039759540' 'A5034261058' 'A5030233935'],2016
W2518031889,I172901346,['A5048239595'],2016
W2951555760,I172901346,['A5031031750' 'A5030766012' 'A5023609298'],2019
W2981280323,I172901346,['A5050889083' 'A5075705446'],2019
W4388698486,I172901346,"['A5003820395' 'A5091716956' 'A5035440902' 'A5075850102' 'A5015064077'
 'A5091301703' 'A5040735002']",2023
W3092557800,I172901346,['A5059457823' 'A5029763740'],2019
W2932718130,I172901346,['A5110096339'],2019
W3089853590,I172901346,['A5065316896'],2020
W3110660820,I172901346,['A5069283769' 'A5050889083' 'A5070605709'],2020
W2948349519,I172901346,['A5080369888'],2019
W4285191718,I172901346,['A5057650588'],2022
W4285739804,I172901346,['A5044868263'],2022
W4286644021,I172901346,['A5027051019' 'A5087234885'],2022
W4287850092,I172901346,['A5032329187' 'A5091522138'],2022
W4294816453,I172901346,['A5074303850' 'A5031019075' 'A5055325745' 'A5001226697'],2022
W4300892212,I172901346,['A5072707910'],2015
W771334556,I172901346,['A5036930517' 'A5027182783'],2015
W2560414415,I172901346,['A5061159318'],2016
W2971911803,I172901346,['A5077707754'],2019
W2765116835,I172901346,['A5089224629'],2017
W2766123843,I172901346,['A5007095667' 'A5012013307' 'A5023600291' 'A5000811161'],2017
W2177760766,I172901346,['A5000118731'],2015
W2240264545,I172901346,['A5028284314' 'A5069555268' 'A5029760527' 'A5083808886' 'A5004323950'],2015
W3163233205,I172901346,['A5050804761' 'A5020775441'],2021
W3194356564,I172901346,['A5078856125' 'A5005478833' 'A5081137459' 'A5049762082'],2021
W3016202317,I172901346,['A5053351584' 'A5077707754'],2020
W3018198627,I172901346,['A5064911398'],2020
W3023881310,I172901346,['A5019504219' 'A5038679148' 'A5107519811' 'A5051678621'],2020
W3102998723,I172901346,['A5080768300' 'A5011694947'],2020
W4205156325,I172901346,['A5087280190'],2021
W4211044216,I172901346,['A5065968424'],2016
W4213122778,I172901346,['A5080971131'],2022
W4220851196,I172901346,['A5056849632'],2022
W4224002003,I172901346,['A5022482814' 'A5010112089' 'A5014311987'],2022
W2598955964,I172901346,['A5080401941' 'A5068463522'],2016
W2600586389,I172901346,['A5050603550' 'A5102260377'],2016
W2724257120,I172901346,['A5062927490'],2017
W2741340028,I172901346,['A5038254391'],2017
W2749381532,I172901346,['A5023387828' 'A5067606425' 'A5038742552'],2017
W2782251022,I172901346,['A5058431701' 'A5110941521' 'A5079065954'],2018
W4320341330,I172901346,['A5030766012'],2023
W748023609,I172901346,['A5026121608'],2015
W3019806240,I172901346,['A5050874857' 'A5035236298'],2020
W2965700762,I172901346,['A5086252269' 'A5053610109' 'A5013441451' 'A5103887414' 'A5007068127'],2019
W3107659842,I172901346,['A5008090706'],2020
W4289812811,I172901346,['A5066585038'],2022
W4296349247,I172901346,['A5048748520'],2022
W4385985344,I172901346,['A5081344032' 'A5092662605'],2023
W4391691082,I172901346,['A5080995235' 'A5050647105' 'A5019539646'],2024
W1972403649,I172901346,['A5077123758' 'A5075665407'],2015
W2567030279,I172901346,['A5077123758' 'A5088963412' 'A5075665407'],2016
W2605602602,I172901346,['A5056151027' 'A5078605265'],2017
W4283161066,I172901346,"['A5078230759' 'A5037014564' 'A5067396520' 'A5069545692' 'A5051814793'
 'A5044145924' 'A5094019292']",2022
W4283724834,I172901346,"['A5006629535' 'A5090027546' 'A5081157614' 'A5066395940' 'A5075766155'
 'A5074488239']",2022
W4310474485,I172901346,['A5020854221'],2022
W4389130129,I172901346,['A5075040724'],2023
W2461646598,I172901346,['A5009422882'],2016
W2870977616,I172901346,['A5101595440'],2018
W4287184463,I172901346,['A5007760336'],2021
W1978948759,I172901346,['A5017915073' 'A5070755035' 'A5067880634'],2015
W4235161432,I172901346,['A5085691989'],2016
W4246653777,I172901346,['A5085691989'],2016
W4311720161,I172901346,['A5015876222' 'A5032954297' 'A5086471451' 'A5015353949'],2022
W2895851834,I172901346,['A5103639995'],2018
W2903010338,I172901346,['A5048780943'],2018
W2919321619,I172901346,['A5088455589' 'A5039900458' 'A5082868304'],2018
W2052182210,I172901346,['A5023158169'],2015
W2380032370,I172901346,['A5029904655'],2016
W4362512974,I172901346,['A5028016004'],2023
W4366658752,I172901346,['A5058874520'],2023
W4377148447,I172901346,['A5023604702' 'A5032935810'],2023
W4379791713,I172901346,['A5025565201' 'A5086293461' 'A5058442663'],2023
W4379800563,I172901346,['A5021070081' 'A5103473073'],2023
W4380052627,I172901346,['A5072524139' 'A5000407602'],2023
W4381620496,I172901346,['A5042029940' 'A5034766561' 'A5109596561'],2023
W4385070305,I172901346,['A5088033202'],2023
W2292096947,I172901346,['A5103752061' 'A5012913220'],2015
W2298680224,I172901346,['A5078756306'],2016
W2345847022,I172901346,['A5074659964' 'A5013317366'],2015
W2373957500,I172901346,['A5068463522' 'A5026139195' 'A5074091563' 'A5103732328'],2016
W4211145379,I172901346,['A5086683533'],2022
W4221160656,I172901346,['A5062620157'],2022
W4225165898,I172901346,['A5034961529'],2022
W3105034549,I172901346,['A5089913993' 'A5039011296' 'A5087047255' 'A5069787869' 'A5068346610'],2020
W3036024467,I172901346,['A5031031750' 'A5030766012' 'A5009549806'],2020
W4225586932,I172901346,['A5077048755' 'A5012504937' 'A5026034417' 'A5000935432' 'A5008185864'],2022
W3087082719,I172901346,['A5086194186' 'A5022909105' 'A5055710016'],2020
W2900538900,I172901346,['A5077811157'],2018
W2999355022,I172901346,['A5009703353' 'A5065111816'],2020
W4241956827,I172901346,['A5082429920' 'A5007478881' 'A5075393536'],2016
W2803896772,I172901346,['A5052669003' 'A5050129888'],2018
W2897876760,I172901346,['A5013493296'],2018
W2914126723,I172901346,['A5046042894'],2019
W3184353521,I172901346,['A5102296418' 'A5114080505' 'A5043077089'],2021
W4224239738,I172901346,['A5007518595' 'A5076016378'],2022
W4230958716,I172901346,['A5075705446' 'A5050889083'],2018
W3048437385,I172901346,['A5077412949' 'A5062882228'],2020
W4387077049,I172901346,['A5059457823'],2023
W2767448238,I172901346,['A5016426343' 'A5069868430' 'A5010603425' 'A5071347106'],2017
W2171761584,I172901346,['A5006936031' 'A5017137174'],2015
W2331533004,I172901346,['A5039642113'],2016
W2588592473,I172901346,['A5060132739' 'A5021696330'],2017
W3021816206,I172901346,['A5074738902'],2020
W1989827074,I172901346,['A5033523646' 'A5010479387' 'A5029442414' 'A5010677488'],2015
W2605256301,I172901346,['A5049099271'],2017
W3196030872,I172901346,['A5086655828'],2020
W4241481120,I172901346,['A5020179140'],2020
W4245945953,I172901346,['A5058082140'],2018
W3212221865,I172901346,['A5036363436'],2021
W2907439550,I172901346,['A5078134916'],2019
W2907523140,I172901346,['A5007294934' 'A5070474329' 'A5086427754'],2018
W2908744879,I172901346,['A5080151301' 'A5025927694' 'A5066902565' 'A5023368953'],2018
W2909188251,I172901346,['A5005988344'],2019
W2910410360,I172901346,['A5113957172' 'A5023875939'],2018
W2580147759,I172901346,['A5028539428'],2016
W2625594168,I172901346,['A5011451134' 'A5112286397' 'A5113811756' 'A5090007071'],2017
W2755157985,I172901346,['A5057274834' 'A5107934925'],2017
W2829150771,I172901346,['A5081423931' 'A5016425865'],2018
W3140290153,I172901346,['A5085458772' 'A5064506747'],2021
